PlayerID,FirstName,LastName,DateofBirth,Nationality,Height,Weight,TeamID,PositionID
770,Anna,Carey,7/12/1986,Argentina,184,99,31,4
309,Tracy,Malone,4/21/1984,England,173,82,31,5
662,Michelle,Hoffman,7/27/1989,Australia,183,77,31,6
131,Kevin,Glass,2/6/1996,Australia,178,109,31,2
664,Nicole,Wilson,8/6/1980,France,183,78,31,3
872,Colton,Barnes,8/18/1984,Canada,182,77,31,4
100,Jason,Hughes,11/21/1991,Germany,177,95,31,5
373,Melissa,Woods,5/29/1987,Argentina,184,98,31,6
88,James,Saunders,9/13/1985,Germany,204,93,31,2
459,Luke,Rowe,3/12/1985,Argentina,203,106,31,3
331,Melissa,Mcdonald,10/8/1979,Italy,209,85,31,4
215,Sandra,Barnett,10/2/1993,USA,190,97,32,5
467,Nicole,Colon,10/16/1980,Spain,183,78,32,6
122,Tina,Levy,8/4/1983,Canada,195,88,32,2
615,Sheila,Norris,5/7/1988,USA,193,99,32,3
21,Ashley,Webb,6/30/1982,Spain,180,94,32,4
701,Sarah,Robinson,4/3/1983,France,176,79,32,5
72,Amber,Carter,4/8/1985,France,181,104,32,6
107,Abigail,Houston,10/3/1996,Australia,208,80,32,2
271,Kimberly,Robbins,8/16/1979,USA,174,76,32,3
861,Michael,Johnson,3/1/1983,Italy,175,104,32,4
436,Daniel,Bryant,11/29/1985,England,173,84,32,5
103,Samuel,Willis,12/20/1982,Australia,190,104,32,6
